9,36,1
9,37,1
9,38,1
9,39,1
9,40,1
9,41,1
9,42,1
9,43,1
9,44,1
9,45,1
9,46,0
9,47,1
9,48,1
9,49,1
9,50,1
9,51,1
9,52,1
9,53,1
9,54,1
9,55,1
9,56,1
9,57,1
9,58,1
9,59,1
9,60,1
9,61,0
9,62,0
9,63,0
9,64,0
9,65,1
9,66,1
9,67,1
9,68,1
9,69,1
9,70,1
9,71,1
9,72,1
9,73,1
9,74,1
9,75,1
9,76,1
9,77,1
9,78,1
9,79,1
9,80,0
9,81,1
9,82,1
9,83,1
9,84,1
9,85,1
16,186,0
16,187,1
16,188,1
16,189,1
16,190,0
16,191,1
16,192,1
16,193,1
16,194,1
16,195,1
16,196,0
16,197,1
16,198,1
16,199,0
16,200,1
16,201,1
15,202,1
15,203,1
15,204,1
15,205,1
15,206,1
15,207,1
15,208,1
15,209,1
15,210,1
15,211,1
15,212,0
15,213,1
15,214,0
15,215,1
15,216,1
15,217,1
